adoptopenjdk-8.0.181+13	OpenJDK8U-jdk_x64_windows_hotspot_8u181b13.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u181-b13/OpenJDK8U-jdk_x64_windows_hotspot_8u181b13.zip	54970581fbbfeba55e1e394769e2ac4208fa8354fc4c1134be9560942e5ddefb
adoptopenjdk-8.0.192+12	OpenJDK8U-jdk_x64_windows_hotspot_8u192b12.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u192-b12/OpenJDK8U-jdk_x64_windows_hotspot_8u192b12.zip	305e2346534cd71dedbacddd2956bf5001bc8c5a79503b0f23c93a1c52031361
adoptopenjdk-8.0.202+8	OpenJDK8U-jdk_x64_windows_hotspot_8u202b08.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u202-b08/OpenJDK8U-jdk_x64_windows_hotspot_8u202b08.zip	2637dab3bc81274e19991eebc27684276b482dd71d0f84fedf703d4fba3576e5
adoptopenjdk-8.0.212+3	OpenJDK8U-jdk_x64_windows_hotspot_8u212b03.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u212-b03/OpenJDK8U-jdk_x64_windows_hotspot_8u212b03.zip	60c5d5b6924cdd256d4a070149f1a17a978131582c184b189750c7547cded994
adoptopenjdk-8.0.212+4	OpenJDK8U-jdk_x64_windows_hotspot_8u212b04.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u212-b04/OpenJDK8U-jdk_x64_windows_hotspot_8u212b04.zip	bc16200794603d41cf0402cc8af7e24d4ba32a48608505a7cead9c4997b526fa
adoptopenjdk-8.0.222+10.1	OpenJDK8U-jdk_x64_windows_hotspot_8u222b10.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u222-b10/OpenJDK8U-jdk_x64_windows_hotspot_8u222b10.zip	30aec15679a6e7a539f0280587105164c74722e0764e1e661211cb31fbcec125
adoptopenjdk-8.0.232+9.1	OpenJDK8U-jdk_x64_windows_hotspot_8u232b09.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u232-b09/OpenJDK8U-jdk_x64_windows_hotspot_8u232b09.zip	a8ceaf48582217b413da8d4100407f703c92d1560a763dc85bc49fc226c04958
adoptopenjdk-8.0.242+8.1	OpenJDK8U-jdk_x64_windows_hotspot_8u242b08.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u242-b08/OpenJDK8U-jdk_x64_windows_hotspot_8u242b08.zip	8288e4d0983019706db89c153d18bfce28d033f646be65c8ae1c33c6c65b943e
adoptopenjdk-8.0.252+9.1	OpenJDK8U-jdk_x64_windows_hotspot_8u252b09.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u252-b09/OpenJDK8U-jdk_x64_windows_hotspot_8u252b09.zip	6c6e63cd8448f036d2d34fa6531afebc4572a1197e884ce7222fccde1b1c79a2
adoptopenjdk-8.0.262+10	OpenJDK8U-jdk_x64_windows_hotspot_8u262b10.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u262-b10/OpenJDK8U-jdk_x64_windows_hotspot_8u262b10.zip	7741410c195cdc5eb46410a453dd1446c97ab0c693cbd2543bf7d6ed9f7bf302
adoptopenjdk-8.0.265+1	OpenJDK8U-jdk_x64_windows_hotspot_8u265b01.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u265-b01/OpenJDK8U-jdk_x64_windows_hotspot_8u265b01.zip	d0e14e27753f1152643b4ee6f2c57dafbf5641e61ffe93deb56e0701bc3f84c6
adoptopenjdk-8.0.272+10	OpenJDK8U-jdk_x64_windows_hotspot_8u272b10.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u272-b10/OpenJDK8U-jdk_x64_windows_hotspot_8u272b10.zip	7b9a4cb5764d3e57af38c223883a3824c2a6bc01cde55551dba4d147413300d9
adoptopenjdk-8.0.275+1	OpenJDK8U-jdk_x64_windows_hotspot_8u275b01.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u275-b01/OpenJDK8U-jdk_x64_windows_hotspot_8u275b01.zip	cfce82307ef498a98155a44ca472873174094aa148ce33ca40b029a0d9bf8bee
adoptopenjdk-8.0.282+8	OpenJDK8U-jdk_x64_windows_hotspot_8u282b08.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u282-b08/OpenJDK8U-jdk_x64_windows_hotspot_8u282b08.zip	e0862e9978a49f162f0d50a0347a189b33f90bad98207535df1969299d0e4167
adoptopenjdk-8.0.292+10	OpenJDK8U-jdk_x64_windows_hotspot_8u292b10.zip	https://github.com/AdoptOpenJDK/openjdk8-binaries/releases/download/jdk8u292-b10/OpenJDK8U-jdk_x64_windows_hotspot_8u292b10.zip	2405e11f9f3603e506cf7ab01fcb67a3e3a1cf3e7858e14d629a72c9a24c6c42
adoptopenjdk-8.0.302+8	OpenJDK8U-jdk_x64_windows_hotspot_8u302b08.zip	https://github.com/adoptium/temurin8-binaries/releases/download/jdk8u302-b08/OpenJDK8U-jdk_x64_windows_hotspot_8u302b08.zip	3df3ebee978f5c9e9b4e34a74ce8d4b0c8f5bb7dfa83f2b315129c1eee6b70c4
adoptopenjdk-8.0.312+7	OpenJDK8U-jdk_x64_windows_hotspot_8u312b07.zip	https://github.com/adoptium/temurin8-binaries/releases/download/jdk8u312-b07/OpenJDK8U-jdk_x64_windows_hotspot_8u312b07.zip	d957ada22f53d201d78f0ad3844e9e55da0b279e67c1e6c9366276cb5d8a981a
adoptopenjdk-9.0.0+181	OpenJDK9U-jdk_x64_windows_hotspot_9_181.zip	https://github.com/AdoptOpenJDK/openjdk9-binaries/releases/download/jdk-9%2B181/OpenJDK9U-jdk_x64_windows_hotspot_9_181.zip	709baaf217d24503dff3194fd66aa25ae5976b3f52ed3a564cdd270b6f5eef40
adoptopenjdk-9.0.4+11	OpenJDK9U-jdk_x64_windows_hotspot_9.0.4_11.zip	https://github.com/AdoptOpenJDK/openjdk9-binaries/releases/download/jdk-9.0.4%2B11/OpenJDK9U-jdk_x64_windows_hotspot_9.0.4_11.zip	b2de88155b2eaad123c2615f7eb3c0442d77545046bf85cfbcfe44fc97931dbd
adoptopenjdk-10.0.2+13.1	OpenJDK10U-jdk_x64_windows_hotspot_10.0.2_13.zip	https://github.com/AdoptOpenJDK/openjdk10-binaries/releases/download/jdk-10.0.2%2B13.1/OpenJDK10U-jdk_x64_windows_hotspot_10.0.2_13.zip	108733ecde8422d6ca2bdc1c9368268605ea9e2d75679ac181333fa25b74d3f7
adoptopenjdk-11.0.0+28	OpenJDK11-jdk_x64_windows_hotspot_11_28.zip	https://github.com/AdoptOpenJDK/openjdk11-binaries/releases/download/jdk-11%2B28/OpenJDK11-jdk_x64_windows_hotspot_11_28.zip	11a31d269c6527e9ba2e97cd502869fc130ef206ca5f55cccc0fa825401eb44d
adoptopenjdk-11.0.1+13	OpenJDK11U-jdk_x64_windows_hotspot_11.0.1_13.zip	https://github.com/AdoptOpenJDK/openjdk11-binaries/releases/download/jdk-11.0.1%2B13/OpenJDK11U-jdk_x64_windows_hotspot_11.0.1_13.zip	b1eb84f5bfce03058f266d7303ad02fcf4d6f2b05c989989ae7b0bd5a663a5a7
adoptopenjdk-11.0.2+7	OpenJDK11U-jdk_x64_windows_hotspot_11.0.2_7.zip	https://github.com/AdoptOpenJDK/openjdk11-binaries/releases/download/jdk-11.0.2%2B7/OpenJDK11U-jdk_x64_windows_hotspot_11.0.2_7.zip	54dc5f49d2626aa9ace5dcfee05f9ed3fce740c1ad7bd662c84c6130cc06b783
adoptopenjdk-11.0.2+9	OpenJDK11U-jdk_x64_windows_hotspot_11.0.2_9.zip	https://github.com/AdoptOpenJDK/openjdk11-binaries/releases/download/jdk-11.0.2%2B9/OpenJDK11U-jdk_x64_windows_hotspot_11.0.2_9.zip	bde1648333abaf49c7175c9ee8ba9115a55fc160838ff5091f07d10c4bb50b3a
adoptopenjdk-11.0.3+7	OpenJDK11U-jdk_x64_windows_hotspot_11.0.3_7.zip	https://github.com/AdoptOpenJDK/openjdk11-binaries/releases/download/jdk-11.0.3%2B7/OpenJDK11U-jdk_x64_windows_hotspot_11.0.3_7.zip	d653cc3910c48b01e1523b59ec881fe5f9104c11fcc16dcac99ee10003f7aef0
adoptopenjdk-11.0.4+11.1	OpenJDK11U-jdk_x64_windows_hotspot_11.0.4_11.zip	https://github.com/AdoptOpenJDK/openjdk11-binaries/releases/download/jdk-11.0.4%2B11/OpenJDK11U-jdk_x64_windows_hotspot_11.0.4_11.zip	6e49694fa9462433f08c131fa11d8d1c78f89afbc5a0249886c262ae1c8dd8f4
